 GRD LAT LON SQ1 SQ2     LAT      LON      BOX    %   TOPOG  VEG               
3475  38  33  33  33    93.75    81.25   77110     0      0   0                
3476  38  34  34  34    93.75    83.75   77110     0      0   0                
3477  38  35  35  35    93.75    86.25   77110     0      0   0                
3478  38  36  36  36    93.75    88.75   77110     0      0   0                
3479  38  37  37  37    93.75    91.25   77110     0      0   0                
3480  38  38  38  38    93.75    93.75   77110     0      0   0                
3481  38  39  39  39    93.75    96.25   77110    42    304   0                
3482  38  40  40  40    93.75    98.75   77110    62    243   0                
3483  38  41  41  41    93.75   101.25   77110    63    182   1                
3484  38  42  42  42    93.75   103.75   77110    43     91   0                
3485  38  43  43  43    93.75   106.25   77110     0      0   0                
3486  38  44  44  44    93.75   108.75   77110     1      0   0                
3487  38  45  45  45    93.75   111.25   77110    11      0   0                
3488  38  46  46  46    93.75   113.75   77110    66    213   1                
3489  38  47  47  47    93.75   116.25   77110    96    548   1                
3490  38  48  48  48    93.75   118.75   77110    18     30   0                
3491  38  49  49  49    93.75   121.25   77110     0      0   0                
3492  38  50  50  50    93.75   123.75   77110     0      0   0                
3493  38  51  51  51    93.75   126.25   77110     6      0   0                
3494  38  52  52  52    93.75   128.75   77110     2      0   0                
3495  38  53  53  53    93.75   131.25   77110     0      0   0                
3496  38  54  54  54    93.75   133.75   77110     0      0   0                
3497  38  55  55  55    93.75   136.25   77110     0      0   0                
3498  38  56  56  56    93.75   138.75   77110     0      0   0                
3499  38  57  57  57    93.75   141.25   77110     0      0   0                
3500  38  58  58  58    93.75   143.75   77110     0      0   0                
3501  38  59  59  59    93.75   146.25   77110     0      0   0                
3502  38  60  60  60    93.75   148.75   77110     0      0   0                
3503  38  61  61  61    93.75   151.25   77110     0      0   0                
3504  38  62  62  62    93.75   153.75   77110     0      0   0                
3505  38  63  63  63    93.75   156.25   77110     0      0   0                
3506  38  64  64  64    93.75   158.75   77110     0      0   0                
3507  38  65  65  65    93.75   161.25   77110     0      0   0                
3508  38  66  66  66    93.75   163.75   77110     0      0   0                
3509  38  67  67  67    93.75   166.25   77110     0      0   0                
3510  38  68  68  68    93.75   168.75   77110     0      0   0                
3511  38  69  69  69    93.75   171.25   77110     0      0   0                
3512  38  70  70  70    93.75   173.75   77110     0      0   0                
3513  38  71  71  71    93.75   176.25   77110     0      0   0                
3514  38  72  72  72    93.75   178.75   77110     0      0   0                
3515  38  73  73  73    93.75   181.25   77110     0      0   0                
3516  38  74  74  74    93.75   183.75   77110     0      0   0                
3517  38  75  75  75    93.75   186.25   77110     0      0   0                
3518  38  76  76  76    93.75   188.75   77110     0      0   0                
3519  38  77  77  77    93.75   191.25   77110     0      0   0                
3520  38  78  78  78    93.75   193.75   77110     0      0   0                
3521  38  79  79  79    93.75   196.25   77110     0      0   0                
3522  38  80  80  80    93.75   198.75   77110     0      0   0                
3523  38  81  81  81    93.75   201.25   77110     0      0   0                
3524  38  82  82  82    93.75   203.75   77110     0      0   0                
3525  38  83  83  83    93.75   206.25   77110     0      0   0                
3526  38  84  84  84    93.75   208.75   77110     0      0   0                
3527  38  85  85  85    93.75   211.25   77110     0      0   0                
3528  38  86  86  86    93.75   213.75   77110     0      0   0                
3529  38  87  87  87    93.75   216.25   77110     0      0   0                
3530  38  88  88  88    93.75   218.75   77110     0      0   0                
3531  38  89  89  89    93.75   221.25   77110     0      0   0                
3532  38  90  90  90    93.75   223.75   77110     0      0   0                
3533  38  91  91  91    93.75   226.25   77110     0      0   0                
3534  38  92  92  92    93.75   228.75   77110     0      0   0                
3535  38  93  93  93    93.75   231.25   77110     0      0   0                
3536  38  94  94  94    93.75   233.75   77110     0      0   0                
3537  38  95  95  95    93.75   236.25   77110     0      0   0                
3538  38  96  96  96    93.75   238.75   77110     0      0   0                
3539  38  97  97  97    93.75   241.25   77110     0      0   0                
3540  38  98  98  98    93.75   243.75   77110     0      0   0                
3541  38  99  99  99    93.75   246.25   77110     0      0   0                
3542  38 100 100 100    93.75   248.75   77110     0      0   0                
3543  38 101 101 101    93.75   251.25   77110     0      0   0                
3544  38 102 102 102    93.75   253.75   77110     0      0   0                
3545  38 103 103 103    93.75   256.25   77110     0      0   0                
3546  38 104 104 104    93.75   258.75   77110     0      0   0                
3547  38 105 105 105    93.75   261.25   77110     0      0   0                
3548  38 106 106 106    93.75   263.75   77110     0      0   0                
3549  38 107 107 107    93.75   266.25   77110     0      0   0                
3550  38 108 108 108    93.75   268.75   77110     0      0   0                
3551  38 109 109 109    93.75   271.25   77110     0      0   0                
3552  38 110 110 110    93.75   273.75   77110     0      0   0                
3553  38 111 111 111    93.75   276.25   77110     0      0   0                
3554  38 112 112 112    93.75   278.75   77110     0      0   0                
3555  38 113 113 113    93.75   281.25   77110     7      0   0                
3556  38 114 114 114    93.75   283.75   77110    97   1280   1                
3557  38 115 115 115    93.75   286.25   77110   100   1005   1                
